ID,Text,Specific_Sentiment,General_Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
555,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. ,Excitement,Joy/Happiness,5/20/2023 19:45,CrushAvoider,Twitter,#CrushStruggles #AvoidingEyeContact,15,30,USA,2023,5,20,19
556,Ran out of snacks during a movie marathon. Crisis level: Emergency! ,Boredom,Neutral/Calm,5/21/2023 21:00,MovieBuff,Instagram,#SnackCrisis #TeenLife,18,35,Canada,2023,5,21,21
557,Spent an hour choosing the perfect filter for a selfie. The struggle for that Instagram aesthetic is real. ,Joy,Joy/Happiness,5/22/2023 14:30,SelfieAddict,Facebook,#SelfieStruggle #TeenConfessions,22,45,UK,2023,5,22,14
558,Lost my headphones again. How do they vanish into thin air? ,Frustration,Anger,5/23/2023 16:45,AudioExplorer,Twitter,#TeenProblems #LostHeadphones,20,40,USA,2023,5,23,16
559,Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. ,Surprise,Suprise,5/24/2023 13:15,MemeCreator,Instagram,#StudyingMemes #TeenLife,25,50,Canada,2023,5,24,13
560,"Got dressed for the day, then remembered it's Saturday. Oops. ",Indifference,Neutral/Calm,5/25/2023 19:00,FashionBlunder,Facebook,#WeekendOops #TeenFashion,20,40,USA,2023,5,25,19
561,Survived a group project without any drama. Miracles do happen. ,Satisfaction,Joy/Happiness,5/26/2023 14:20,GroupGenius,Twitter,#TeenSuccess #ProjectMiracle,28,55,UK,2023,5,26,14
562,"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. ",Disgust,Disgust,5/27/2023 21:15,ChipExplorer,Instagram,#TeenChef #CookingFail,22,45,Canada,2023,5,27,21
563,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. ",Surprise,Suprise,5/28/2023 12:00,ExcitementSeeker,Facebook,#ClassEvent #TeenExcitement,18,35,USA,2023,5,28,12
564,"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? ",Joy,Joy/Happiness,5/29/2023 23:30,NightReader,Twitter,#BookDiscoveries #TeenReading,30,60,UK,2023,5,29,23
565,"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. ",Excitement,Joy/Happiness,5/30/2023 20:45,GamingEnthusiast,Instagram,#GameOn #TeenGamer,22,45,USA,2023,5,30,20
566,Spent the day binge-watching a new series. Productivity level: Zero. ,Joy,Joy/Happiness,5/31/2023 15:30,LazyWatcher,Facebook,#BingeWatchDay #TeenLife,35,70,Canada,2023,5,31,15
567,Caught up on the latest fashion trends and now planning a shopping spree. ,Excitement,Joy/Happiness,6/1/2023 18:00,TrendExplorer,Twitter,#FashionGoals #TeenStyle,20,40,USA,2023,6,1,18
568,Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. ,Frustration,Anger,6/2/2023 14:30,MusicalExplorer,Instagram,#InstrumentLearning #TeenMusic,28,55,UK,2023,6,2,14
569,Spent hours creating the perfect playlist for every mood. Music is my therapy. ,Joy,Joy/Happiness,6/3/2023 21:15,MusicAficionado,Facebook,#MusicTherapy #TeenPlaylist,22,45,Canada,2023,6,3,21
570,Successfully cooked a gourmet meal for the family. Chef skills unlocked! ,Pride,Love/Affection,6/4/2023 19:30,HomeChef,Twitter,#CookingSuccess #TeenCook,25,50,USA,2023,6,4,19
571,Spontaneously booked a weekend getaway. Adventure awaits! ,Excitement,Joy/Happiness,6/5/2023 10:00,AdventureSeeker,Instagram,#GetawayGoals #TeenTravel,18,35,UK,2023,6,5,10
572,Attended a concert and danced the night away. Music is the heartbeat of life. ,Joy,Joy/Happiness,6/6/2023 22:30,DanceEnthusiast,Facebook,#MusicMagic #TeenConcert,28,55,Canada,2023,6,6,22
573,Rediscovered childhood cartoons and had a nostalgia-filled marathon. ,Joy,Joy/Happiness,6/7/2023 12:45,NostalgiaExplorer,Twitter,#ChildhoodMemories #TeenCartoons,22,45,USA,2023,6,7,12
574,Embarked on a DIY home decor project. Let's hope it turns out better than last time. ,Excitement,Joy/Happiness,6/8/2023 16:00,HomeDecorator,Instagram,#DIYGoals #TeenCreative,35,70,UK,2023,6,8,16
575,"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. ",Curiosity,Anticipation,6/9/2023 14:00,ArtExplorer,Facebook,#CulturalDay #TeenCuriosity,20,40,USA,2023,6,9,14
576,Started a blog about random thoughts and musings. Blogging is the new diary. ,Curiosity,Anticipation,6/10/2023 17:30,ThoughtfulBlogger,Twitter,#BloggingJourney #TeenThoughts,30,60,Canada,2023,6,10,17
577,Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. ,Contentment,Neutral/Calm,6/11/2023 15:30,NovelEnthusiast,Instagram,#QuietMoments #BookishEscape,35,70,USA,2023,6,11,15
578,"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. ",Gratitude,Joy/Happiness,6/12/2023 18:00,WiseSoul,Twitter,#AgingGracefully #Memories,28,55,UK,2023,6,12,18
579,Exploring the world of digital art. It's never too late to discover new passions. ,Curiosity,Anticipation,6/13/2023 14:45,ArtAdventurer,Facebook,#ArtDiscovery #SeniorArtist,22,45,Canada,2023,6,13,14
580,Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. ,Contentment,Neutral/Calm,6/14/2023 19:30,HomeChefSenior,Instagram,#HappinessInFood #SeniorLife,25,50,USA,2023,6,14,19
581,Embarking on a journey of learning a new language. The mind stays young with every new word. ,Curiosity,Anticipation,6/15/2023 12:15,LinguisticExplorer,Twitter,#MindEnrichment #SeniorLearning,30,60,UK,2023,6,15,12
582,"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. ",Joy,Joy/Happiness,6/16/2023 21:45,MusicConnoisseur,Facebook,#MusicLover #SeniorConcert,18,35,Canada,2023,6,16,21
583,Capturing the beauty of nature through photography. Every snapshot is a treasure. ,Joy,Joy/Happiness,6/17/2023 15:00,PhotographySenior,Instagram,#NatureCapture #SeniorMoments,35,70,USA,2023,6,17,15
584,"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. ",Contentment,Neutral/Calm,6/18/2023 11:30,TeaTimeSenior,Twitter,#FriendshipGoals #SeniorBonding,28,55,UK,2023,6,18,11
585,"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. ",Joy,Joy/Happiness,6/19/2023 16:30,RoadTripSenior,Facebook,#CherishedPlaces #SeniorTravel,22,45,Canada,2023,6,19,16
586,"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. ",Joy,Joy/Happiness,6/20/2023 14:20,ChoirEnthusiast,Instagram,#MusicHarmony #SeniorVoices,20,40,USA,2023,6,20,14
587,"Exploring the art of meditation, finding tranquility in the stillness of the mind. ",Contentment,Neutral/Calm,6/21/2023 19:00,MeditationSenior,Twitter,#MindfulLiving #SeniorCalm,18,35,UK,2023,6,21,19
588,"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. ",Contentment,Neutral/Calm,6/22/2023 13:45,GardenEnthusiast,Facebook,#NatureWonders #SeniorGarden,25,50,USA,2023,6,22,13
589,"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. ",Contentment,Neutral/Calm,6/23/2023 18:45,WineConnoisseur,Instagram,#LifeWellLived #SeniorWine,28,55,UK,2023,6,23,18
590,"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. ",Joy,Joy/Happiness,6/24/2023 16:15,ArtisticSenior,Twitter,#CreativityAtAnyAge #SeniorCreativity,22,45,Canada,2023,6,24,16
591,"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. ",Gratitude,Joy/Happiness,6/25/2023 20:30,MemoiristSenior,Facebook,#LifetimeExperiences #SeniorMemoir,35,70,USA,2023,6,25,20
592,"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. ",Curiosity,Anticipation,6/26/2023 14:00,HistoryEnthusiast,Instagram,#LifetimeAdventure #SeniorCuriosity,30,60,UK,2023,6,26,14
593,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. ",Contentment,Neutral/Calm,6/27/2023 17:45,FamilyChefSenior,Twitter,#KitchenMemories #SeniorCulinary,20,40,USA,2023,6,27,17
594,"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. ",Joy,Joy/Happiness,6/28/2023 22:15,NaturePhotographySenior,Facebook,#OutdoorBeauty #SeniorClicks,18,35,UK,2023,6,28,22
595,"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. ",Joy,Joy/Happiness,6/29/2023 16:30,JazzMusicLover,Instagram,#TimelessTunes #SeniorJazz,25,50,USA,2023,6,29,16
596,"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. ",Gratitude,Joy/Happiness,6/30/2023 19:30,SeniorWordsmith,Twitter,#SoulfulWriting #SeniorReflections,28,55,UK,2023,6,30,19
597,"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. ",Excitement,Joy/Happiness,7/1/2023 14:00,SoloAdventurer,Instagram,#DiscoverNewPlaces #SeniorTravel,30,60,USA,2023,7,1,14
598,"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. ",Joy,Joy/Happiness,7/2/2023 18:30,CarEnthusiastSenior,Facebook,#RoadTripDownMemoryLane #SeniorCars,22,45,UK,2023,7,2,18
599,"Started a community garden, growing not just plants but friendships too. Green thumbs unite! ",Joy,Joy/Happiness,7/3/2023 12:45,GreenThumbSenior,Twitter,#GardenFriends #SeniorGreenThumb,28,55,Canada,2023,7,3,12
600,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. ",Contentment,Neutral/Calm,7/4/2023 17:00,FamilyHostSenior,Instagram,#HeartwarmingMoments #SeniorFamily,35,70,USA,2023,7,4,17
601,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. ",Joy,Joy/Happiness,7/5/2023 20:15,DanceEnthusiastSenior,Twitter,#DanceLife #SeniorMoves,18,35,UK,2023,7,5,20
602,"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. ",Joy,Joy/Happiness,7/6/2023 14:30,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25,50,USA,2023,7,6,14
603,"Started a book club for seniors, where discussions are as lively as the characters in the novels. ",Joy,Joy/Happiness,7/7/2023 19:45,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22,45,UK,2023,7,7,19
604,"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. ",Contentment,Neutral/Calm,7/8/2023 16:00,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30,60,Canada,2023,7,8,16
605,"Participated in a local theater production, proving that the stage belongs to every age. ",Joy,Joy/Happiness,7/9/2023 22:30,SeniorActor,Facebook,#StagePassion #SeniorTheater,20,40,USA,2023,7,9,22
606,"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. ",Excitement,Joy/Happiness,7/10/2023 14:20,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28,55,UK,2023,7,10,14
607,Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. ,Gratitude,Joy/Happiness,7/11/2023 18:45,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22,45,Canada,2023,7,11,18
608,"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. ",Excitement,Joy/Happiness,7/12/2023 13:45,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25,50,USA,2023,7,12,13
609,"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! ",Joy,Joy/Happiness,7/13/2023 20:00,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35,70,UK,2023,7,13,20
610,"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. ",Joy,Joy/Happiness,7/14/2023 16:15,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20,40,USA,2023,7,14,16
611,"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. ",Joy,Joy/Happiness,7/15/2023 19:30,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28,55,Canada,2023,7,15,19
612,"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. ",Gratitude,Joy/Happiness,7/16/2023 14:00,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30,60,USA,2023,7,16,14
613,"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. ",Curiosity,Anticipation,7/17/2023 22:15,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18,35,UK,2023,7,17,22
614,"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. ",Joy,Joy/Happiness,7/18/2023 16:30,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25,50,USA,2023,7,18,16
615,"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. ",Gratitude,Joy/Happiness,7/19/2023 19:45,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22,45,UK,2023,7,19,19
616,"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. ",Excitement,Joy/Happiness,7/20/2023 17:00,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30,60,Canada,2023,7,20,17
617,"Survived a challenging physics exam. Equations, you won't defeat me! ",Relief,Joy/Happiness,8/1/2023 13:30,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20,40,USA,2023,8,1,13
618,Exploring the world of coding. Debugging is an adventure on its own! ,Excitement,Joy/Happiness,8/2/2023 14:45,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25,50,UK,2023,8,2,14
619,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",Excitement,Joy/Happiness,8/3/2023 12:15,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18,35,Canada,2023,8,3,12
620,"Started a photography club at school. Capturing moments, one snapshot at a time! ",Joy,Joy/Happiness,8/4/2023 16:30,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22,45,USA,2023,8,4,16
621,"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making! ",Excitement,Joy/Happiness,8/5/2023 19:45,PromDreamerHighSchool,Twitter,#PromDreams #HighSchoolFairytale,30,60,Canada,2023,8,5,19
622,Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,Positive,Joy/Happiness,8/6/2023 14:00,OutdoorClassHighSchool,Facebook,#OutdoorClassroom #HighSchoolExplorer,28,55,USA,2023,8,6,14
623,"Accidentally spilled paint in art class. Abstract art, right? ",Embarrassed,Sadness,8/7/2023 19:45,PaintSpillHighSchool,Instagram,#ArtisticMishaps #HighSchoolArt,22,45,UK,2023,8,7,19
624,Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,Excitement,Joy/Happiness,8/8/2023 16:00,SkateProHighSchool,Twitter,#SkaterLife #HighSchoolSkater,30,60,Canada,2023,8,8,16
625,Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,Joy,Joy/Happiness,8/9/2023 22:30,KpopFangirlHighSchool,Facebook,#KpopFangirl #HighSchoolMusic,20,40,USA,2023,8,9,22
626,Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,Joy,Joy/Happiness,8/10/2023 14:20,ChemistryWizardHighSchool,Instagram,#ChemistryWizard #HighSchoolScientist,28,55,UK,2023,8,10,14
627,Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,Joy,Joy/Happiness,8/11/2023 18:45,BirthdayPartyPlannerHighSchool,Twitter,#BirthdayParty #HighSchoolCelebration,22,45,Canada,2023,8,11,18
628,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",Excitement,Joy/Happiness,8/12/2023 13:45,DramaClubStarHighSchool,Facebook,#DramaClubStar #HighSchoolActor,25,50,USA,2023,8,12,13
629,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,Excitement,Joy/Happiness,8/13/2023 20:00,FantasyBookNerdHighSchool,Instagram,#FantasyBookNerd #HighSchoolReader,35,70,UK,2023,8,13,20
630,Mastering the art of the perfect doodle during boring classes. Doodles: A+!,Joy,Joy/Happiness,8/14/2023 16:15,DoodleMasterHighSchool,Twitter,#DoodleMaster #HighSchoolArt,20,40,USA,2023,8,14,16
631,Attempting to break the school record for the longest handstand. Wish me luck!,Excitement,Joy/Happiness,8/15/2023 19:30,HandstandChallengeHighSchool,Facebook,#HandstandChallenge #HighSchoolAthlete,28,55,Canada,2023,8,15,19
632,Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,Mischievous,Anger,8/16/2023 14:00,SnackSmugglerHighSchool,Instagram,#SnackSmuggler #HighSchoolSnacks,30,60,USA,2023,8,16,14
633,Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,Excitement,Joy/Happiness,8/17/2023 22:15,SleepoverHostHighSchool,Twitter,#SleepoverFun #HighSchoolMemories,18,35,UK,2023,8,17,22
634,"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed! ",Embarrassed,Sadness,8/18/2023 16:30,TikTokFailHighSchool,Facebook,#DanceFail #HighSchoolTikTok,25,50,USA,2023,8,18,16
635,Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Embarrassed,Sadness,8/19/2023 19:45,SocialMediaBlunderHighSchool,Instagram,#SocialMediaBlunder #HighSchoolAwkward,22,45,UK,2023,8,19,19
636,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,Embarrassed,Sadness,8/20/2023 17:00,CrushFailHighSchool,Twitter,#CrushFail #HighSchoolEmbarrassment,30,60,Canada,2023,8,20,17
637,Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,Joy,Joy/Happiness,8/21/2023 15:45,PaperPlaneExpertHighSchool,Instagram,#PaperPlaneExpert #HighSchoolArt,15,30,USA,2023,8,21,15
638,Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,Joy/Happiness,8/22/2023 12:30,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22,40,Canada,2023,8,22,12
639,Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,Anger,8/23/2023 16:45,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28,55,USA,2023,8,23,16
640,Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,Joy/Happiness,8/24/2023 18:20,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20,38,UK,2023,8,24,18
641,Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,Joy/Happiness,8/25/2023 14:15,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25,50,Canada,2023,8,25,14
642,Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,Sadness,8/26/2023 17:30,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18,35,USA,2023,8,26,17
643,Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,Sadness,8/27/2023 20:45,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22,45,UK,2023,8,27,20
644,Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,Joy/Happiness,8/28/2023 16:00,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18,36,USA,2023,8,28,16
645,Attempting to set a new record for the most consecutive hacky sack kicks. Hacky sack skills: Unleashed!,Excitement,Joy/Happiness,8/29/2023 13:45,HackySackChampionHighSchool,Instagram,#HackySackChallenge #HighSchoolAthlete,26,48,Canada,2023,8,29,13
646,Creating a secret handshake with friends. Friendship level: Expert!,Joy,Joy/Happiness,8/30/2023 17:30,SecretHandshakeHighSchool,Facebook,#FriendshipGoals #HighSchoolMemories,20,40,USA,2023,8,30,17
647,Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,Joy/Happiness,8/31/2023 20:15,BurgerQuestHighSchool,Twitter,#BurgerQuest #HighSchoolFoodie,24,42,UK,2023,8,31,20
648,Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,Joy/Happiness,9/1/2023 14:45,ComedyGeniusHighSchool,Instagram,#StandUpComedy #HighSchoolTalent,21,39,Canada,2023,9,1,14
649,Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,Sadness,9/2/2023 18:30,LoveLetterBlunderHighSchool,Facebook,#LoveLetterFail #HighSchoolAwkward,17,33,USA,2023,9,2,18
650,Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,Joy/Happiness,9/3/2023 22:00,ScienceExperimentProHighSchool,Twitter,#ScienceGeek #HighSchoolExperiments,23,44,UK,2023,9,3,22
651,Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,Joy/Happiness,9/4/2023 15:15,BraceletCraftsmanHighSchool,Instagram,#FriendshipBracelets #HighSchoolCrafts,19,37,USA,2023,9,4,15
652,Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,Joy/Happiness,9/5/2023 12:30,CartwheelMasterHighSchool,Twitter,#CartwheelChallenge #HighSchoolAthlete,27,52,Canada,2023,9,5,12
653,Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,Joy/Happiness,9/6/2023 16:45,MovieMarathonHostHighSchool,Facebook,#MovieNight #HighSchoolMemories,22,43,UK,2023,9,6,16
654,Experimenting with a new hair color. A bold change for a bold semester!,Excitement,Joy/Happiness,9/7/2023 18:20,HairColorExperimentHighSchool,Instagram,#HairExperiment #HighSchoolStyle,20,39,USA,2023,9,7,18
655,Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,Joy/Happiness,9/8/2023 14:15,TimeCapsuleCreatorHighSchool,Facebook,#TimeCapsule #HighSchoolNostalgia,26,48,Canada,2023,9,8,14
656,Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,Sadness,9/9/2023 17:30,ClassroomBlunderHighSchool,Twitter,#FirstDayOops #HighSchoolEmbarrassment,16,32,USA,2023,9,9,17
657,Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,Joy/Happiness,9/10/2023 20:45,SmoothieConnoisseurHighSchool,Instagram,#HealthyLiving #HighSchoolWellness,23,42,UK,2023,9,10,20
658,Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,Sadness,9/11/2023 15:45,OverwhelmedHighSchoolStudent,Twitter,#SchoolChallenges #HighSchoolStruggles,15,28,USA,2023,9,11,15
659,Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,Anger,9/12/2023 12:30,DealingWithHateHighSchool,Instagram,#OnlineHate #HighSchoolReality,18,36,Canada,2023,9,12,12
660,Had a bad day at school. Everything seems to be going wrong.,Bad,Anger,9/13/2023 16:45,ToughDayHighSchool,Facebook,#BadDay #HighSchoolBlues,20,40,UK,2023,9,13,16
661,Feeling down after not making the sports team. Disappointment lingers.,Sad,Sadness,9/14/2023 18:20,SportsTeamRejectionHighSchool,Twitter,#Disappointment #HighSchoolSports,17,34,USA,2023,9,14,18
662,Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,Anger,9/15/2023 14:15,CafeteriaConflictHighSchool,Instagram,#CafeteriaDrama #HighSchoolTension,21,41,Canada,2023,9,15,14
663,Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,Anger,9/16/2023 17:30,ProjectGradeDisappointmentHighSchool,Facebook,#AcademicFrustration #HighSchoolStress,19,38,UK,2023,9,16,17
664,Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,Sadness,9/17/2023 20:45,PersonalSetbackHighSchool,Twitter,#LifeChallenges #HighSchoolStruggles,22,44,USA,2023,9,17,20
665,Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,Sadness,9/18/2023 22:00,LonelySaturdayHighSchool,Instagram,#LonelyNights #HighSchoolEmotions,16,31,Canada,2023,9,18,22
666,Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,Anger,9/19/2023 15:15,CyberbullyingVictimHighSchool,Facebook,#StopCyberbullying #HighSchoolReality,14,27,UK,2023,9,19,15
667,Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,Anger,9/20/2023 12:30,RainyDayBluesHighSchool,Twitter,#BadLuck #HighSchoolWeather,18,35,USA,2023,9,20,12
668,Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,Sadness,9/21/2023 16:45,MissedOpportunityHighSchool,Instagram,#MissedChances #HighSchoolRegret,20,39,Canada,2023,9,21,16
669,Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,Anger,9/22/2023 18:20,RumorVictimHighSchool,Facebook,#RumorMills #HighSchoolDrama,23,46,UK,2023,9,22,18
670,Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,Anger,9/23/2023 14:15,FlatTireWoesHighSchool,Twitter,#BadLuckDay #HighSchoolStruggles,25,50,USA,2023,9,23,14
671,Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,Sadness,9/24/2023 17:30,FriendMovingAwayHighSchool,Instagram,#SayingGoodbye #HighSchoolEmotions,21,42,Canada,2023,9,24,17
672,Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,Sadness,9/25/2023 20:45,CollegeRejectionHighSchool,Facebook,#CollegeDreams #HighSchoolJourney,19,37,UK,2023,9,25,20
673,Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,Anger,9/26/2023 14:15,GamingToxicityHighSchool,Twitter,#OnlineGaming #HighSchoolGamer,16,32,USA,2023,9,26,14
674,Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,Anger,9/27/2023 17:30,BadHairDayBluesHighSchool,Instagram,#BadHairDay #HighSchoolConfidence,18,36,Canada,2023,9,27,17
675,Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,Sadness,9/28/2023 22:00,ProjectFailureDespairHighSchool,Facebook,#ProjectStruggles #HighSchoolHardships,21,41,UK,2023,9,28,22
676,Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,Anger,9/29/2023 15:45,OpinionsHateHighSchool,Twitter,#OnlineOpinions #HighSchoolCriticism,24,48,USA,2023,9,29,15
677,Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,Anger,9/30/2023 18:20,TechMalfunctionWoesHighSchool,Instagram,#TechIssues #HighSchoolTech,22,43,Canada,2023,9,30,18
678,Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,Sadness,10/1/2023 14:15,MissedEventBluesHighSchool,Facebook,#MissedMoments #HighSchoolRegret,20,39,UK,2023,10,1,14
679,Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,Neutral/Calm,10/2/2023 16:45,StudyTechniqueExperimentHighSchool,Instagram,#StudyStrategies #HighSchoolExams,23,42,USA,2023,10,2,16
680,Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,Neutral/Calm,10/3/2023 12:30,CommunityCleanupHighSchool,Twitter,#EnvironmentalEfforts #HighSchoolCommunity,26,50,Canada,2023,10,3,12
